Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1238,IN-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,Ekta Reddy,Consumer,India,Kochi,Kerala,935593,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",13781.51,3,0.2,3445.38
1239,IN-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Arjun Pillai,Consumer,India,Vadodara,Gujarat,647689,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",1031.22,1,0.0,453.74
1240,IN-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Arjun Pillai,Consumer,India,Mumbai,Maharashtra,715846,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,3421.0,1,0.0,889.46
1241,IN-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Arjun Pillai,Consumer,India,Nagpur,Maharashtra,776153,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",1917.16,2,0.0,901.07
1242,IN-2016-128727,8/29/2016,9/4/2016,Standard Class,MO-17800,Vikram Chaudhary,Home Office,India,Bhubaneswar,Odisha,903266,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,1837.0,4,0.0,459.25
1243,IN-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820,Ekta Reddy,Consumer,India,Ranchi,Jharkhand,501548,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,33262.39,3,0.2,10394.5
1244,IN-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820,Ekta Reddy,Consumer,India,Dhanbad,Jharkhand,446198,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,728.12,4,0.0,298.53
1245,IN-2017-133641,5/14/2017,5/21/2017,Standard Class,EJ-14155,Suresh Ghosh,Consumer,India,Madurai,Tamil Nadu,703618,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,4065.62,9,0.0,1992.15
1246,IN-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Amit Gupta,Consumer,India,Mumbai,Maharashtra,909478,West,FUR-TA-10004619,Furniture,Tables,HNI Non-Folding Utility Tables,63851.45,6,0.2,7981.43
1247,IN-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Amit Gupta,Consumer,India,Mumbai,Maharashtra,994854,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,301505.81,12,0.2,11306.47
1248,IN-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Amit Gupta,Consumer,India,Nagpur,Maharashtra,720935,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,21290.37,3,0.15,1001.9
1249,IN-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Priya Jain,Consumer,India,Ranchi,Jharkhand,734152,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,3241.47,6,0.0,1458.66
1250,IN-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Priya Jain,Consumer,India,Bhubaneswar,Odisha,390704,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,95351.82,9,0.1,11654.11
1251,IN-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Priya Jain,Consumer,India,Bhubaneswar,Odisha,946514,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,142330.76,13,0.0,42699.23
1252,IN-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Priya Jain,Consumer,India,Siliguri,West Bengal,873078,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,267.2,2,0.0,114.9
1253,IN-2015-154956,7/4/2015,7/9/2015,Standard Class,IM-15070,Shreya Joshi,Consumer,India,Varanasi,Uttar Pradesh,745804,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,91846.66,4,0.0,23880.13
1254,IN-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Sakshi Sharma,Home Office,India,Kolkata,West Bengal,800969,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,438.21,2,0.2,49.3
1255,IN-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Sakshi Sharma,Home Office,India,Dhanbad,Jharkhand,596403,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,2998.48,3,0.4,-699.65
1256,IN-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Sakshi Sharma,Home Office,India,Guwahati,Assam,319473,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,559.12,1,0.2,41.93
1257,IN-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Sakshi Sharma,Home Office,India,Cuttack,Odisha,276264,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,3663.31,2,0.2,961.62
1258,IN-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Harish Malhotra,Home Office,India,Madurai,Tamil Nadu,102800,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,2328.15,3,0.7,-1707.31
1259,IN-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Harish Malhotra,Home Office,India,Hyderabad,Telangana,921417,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,45094.01,3,0.2,-3945.73
1260,IN-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Harish Malhotra,Home Office,India,Chennai,Tamil Nadu,343092,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,21349.28,8,0.2,6404.78
1261,IN-2017-117079,10/23/2017,10/27/2017,Standard Class,JR-15700,Meera Banerjee,Consumer,India,Madurai,Tamil Nadu,326957,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,72133.98,3,0.2,9016.75
1262,IN-2016-144393,10/28/2016,11/4/2016,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Bengaluru,Karnataka,195775,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",1470.94,4,0.7,-1176.75
1263,IN-2017-105053,7/7/2017,7/9/2017,Second Class,CS-12355,Rohit Malhotra,Consumer,India,Cuttack,Odisha,942377,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,1458.91,3,0.2,528.86
1264,IN-2016-155992,10/1/2016,10/2/2016,First Class,CC-12220,Farhan Malhotra,Consumer,India,Lucknow,Uttar Pradesh,744794,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,5836.65,2,0.0,1575.9
1265,IN-2016-155992,10/1/2016,10/2/2016,First Class,CC-12220,Farhan Malhotra,Consumer,India,Jaipur,Rajasthan,253607,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,3494.48,5,0.0,908.56
1266,IN-2017-110380,9/2/2017,9/7/2017,Standard Class,PF-19225,Nikhil Malhotra,Consumer,India,Mumbai,Maharashtra,250295,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,548.6,3,0.0,148.12
1267,IN-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Deepa Khan,Corporate,India,Surat,Gujarat,272824,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,11928.81,1,0.0,3459.35
1268,IN-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Deepa Khan,Corporate,India,Rajkot,Gujarat,598560,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",24404.71,6,0.2,1525.29
1269,IN-2017-121412,9/23/2017,9/27/2017,Standard Class,BG-11695,Aarav Rao,Corporate,India,Rajkot,Gujarat,100258,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,2448.89,3,0.2,306.11
1270,IN-2017-100426,6/4/2017,6/8/2017,Standard Class,DC-12850,Riya Agarwal,Consumer,India,Hyderabad,Telangana,439044,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",1042.08,2,0.0,468.94
1271,IN-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Varun Chakraborty,Corporate,India,Agra,Uttar Pradesh,181566,Central,OFF-ST-10000563,Office Supplies,Storage,Wipro Bankers Box Stor/Drawer Steel Plus,8545.06,4,0.2,-1068.13
1272,IN-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Varun Chakraborty,Corporate,India,Agra,Uttar Pradesh,154724,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,4074.13,3,0.8,-10592.74
1273,IN-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Varun Chakraborty,Corporate,India,Indore,Madhya Pradesh,243628,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",3744.81,8,0.8,-5617.21
1274,IN-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Nikhil Khan,Consumer,India,Kanpur,Uttar Pradesh,636561,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,865.73,2,0.2,303.0
1275,IN-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Nikhil Khan,Consumer,India,Kanpur,Uttar Pradesh,946446,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,32433.9,5,0.3,-7413.46
1276,IN-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Nikhil Khan,Consumer,India,Agra,Uttar Pradesh,561047,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),1198.39,3,0.2,434.42
1277,IN-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Nikhil Khan,Consumer,India,Delhi,Delhi,546070,Central,TEC-AC-10000580,Technology,Accessories,boAt G13 Programmable Gameboard with LCD Display,5343.33,1,0.2,-601.12
1278,IN-2016-148698,5/2/2016,5/7/2016,Standard Class,BD-11770,Divya Mishra,Consumer,India,Agra,Uttar Pradesh,797137,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,7210.39,3,0.2,450.65
1279,IN-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,Suresh Tiwari,Corporate,India,Bengaluru,Karnataka,594601,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,2753.0,3,0.0,1073.67
1280,IN-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,Suresh Tiwari,Corporate,India,Visakhapatnam,Andhra Pradesh,442978,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",7003.98,4,0.0,2521.43
1281,IN-2016-160815,9/5/2016,9/6/2016,First Class,TR-21325,Isha Singh,Consumer,India,Lucknow,Uttar Pradesh,417255,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,23246.4,3,0.0,6741.46
1282,IN-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Aarav Nair,Consumer,India,Mysuru,Karnataka,624681,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,1262.52,3,0.2,410.32
1283,IN-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Aarav Nair,Consumer,India,Kochi,Kerala,896925,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,1455.4,1,0.7,-1115.81
1284,IN-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Aarav Nair,Consumer,India,Kochi,Kerala,222994,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,21011.94,3,0.2,7354.18
1285,IN-2015-149692,12/6/2015,12/12/2015,Standard Class,KW-16435,Karan Desai,Consumer,India,Jaipur,Rajasthan,352468,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,231.46,7,0.8,-405.06
1286,IN-2016-119445,6/26/2016,7/3/2016,Standard Class,GM-14500,Arjun Sharma,Consumer,India,Cuttack,Odisha,687354,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,1244.15,5,0.0,87.09
1287,IN-2015-124268,7/4/2015,7/8/2015,Standard Class,AD-10180,Sanjay Joshi,Home Office,India,Bhubaneswar,Odisha,512349,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,1292.58,3,0.0,374.85
1288,IN-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Sunita Mishra,Corporate,India,Patna,Bihar,495637,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,3329.98,2,0.0,932.39
1289,IN-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Sunita Mishra,Corporate,India,Cuttack,Odisha,911513,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1018.03,4,0.2,343.59
1290,IN-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Sunita Mishra,Corporate,India,Ranchi,Jharkhand,504257,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,1738.47,3,0.0,625.85
1291,IN-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Riya Bose,Home Office,India,Nashik,Maharashtra,840551,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",1103.54,4,0.2,372.44
1292,IN-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Riya Bose,Home Office,India,Ahmedabad,Gujarat,597526,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,2705.4,5,0.0,1298.59
1293,IN-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Raj Khan,Consumer,India,Pune,Maharashtra,472235,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,2750.49,3,0.0,770.14
1294,IN-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Raj Khan,Consumer,India,Vadodara,Gujarat,426905,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,9535.7,5,0.0,4386.42
1295,IN-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Raj Khan,Consumer,India,Nashik,Maharashtra,979387,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,257.18,1,0.0,123.45
1296,IN-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,Arjun Verma,Consumer,India,Nagpur,Maharashtra,647341,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,70618.29,13,0.2,7061.83
1297,IN-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Vikram Joshi,Corporate,India,Ahmedabad,Gujarat,432369,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1160.98,2,0.2,377.32
1298,IN-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Vikram Joshi,Corporate,India,Pune,Maharashtra,656464,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,1730.12,2,0.2,540.66
1299,IN-2016-134425,12/8/2016,12/12/2016,Second Class,QJ-19255,Manish Gupta,Corporate,India,Kanpur,Uttar Pradesh,181998,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,9598.33,5,0.0,191.97
1300,IN-2015-121391,10/4/2015,10/7/2015,First Class,AA-10315,Riya Rao,Consumer,India,Nagpur,Maharashtra,734787,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",2251.16,2,0.0,585.3
1301,IN-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Rekha Reddy,Consumer,India,Chennai,Tamil Nadu,983101,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",47825.46,6,0.0,13869.38
1302,IN-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Rekha Reddy,Consumer,India,Visakhapatnam,Andhra Pradesh,324289,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",23912.73,3,0.0,6934.69
1303,IN-2015-115847,9/19/2015,9/24/2015,Second Class,TC-21535,Priya Gupta,Home Office,India,Kochi,Kerala,274185,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,5173.66,2,0.0,362.16
1304,IN-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,Priya Khan,Consumer,India,Hyderabad,Telangana,764555,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",2003.16,1,0.0,460.73
1305,IN-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,Priya Khan,Consumer,India,Coimbatore,Tamil Nadu,974098,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,24045.5,3,0.0,6492.28
1306,IN-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,Farhan Reddy,Consumer,India,Agra,Uttar Pradesh,391228,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,35065.32,7,0.2,4383.17
1307,IN-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Divya Iyer,Consumer,India,Rajkot,Gujarat,845902,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,3904.46,7,0.0,1874.14
1308,IN-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Divya Iyer,Consumer,India,Surat,Gujarat,249824,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,1478.95,3,0.2,536.12
1309,IN-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Divya Iyer,Consumer,India,Surat,Gujarat,980673,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,1818.63,2,0.0,472.84
1310,IN-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Divya Iyer,Consumer,India,Ahmedabad,Gujarat,558482,West,OFF-ST-10001469,Office Supplies,Storage,Wipro Bankers Box Recycled Super Stor/Drawer,13521.99,3,0.0,811.32
1311,IN-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Divya Iyer,Consumer,India,Ahmedabad,Gujarat,687712,West,FUR-CH-10003846,Furniture,Chairs,HNI Valutask Swivel Chairs,13490.93,2,0.2,-674.55
1312,IN-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,Sunita Chaudhary,Consumer,India,Bhubaneswar,Odisha,563100,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,308.12,1,0.0,144.81
1313,IN-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,Sunita Chaudhary,Consumer,India,Ranchi,Jharkhand,613900,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,10197.02,4,0.0,4690.63
1314,IN-2016-134488,9/24/2016,10/1/2016,Standard Class,PK-19075,Arjun Tiwari,Consumer,India,Bhubaneswar,Odisha,828864,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,12973.56,2,0.3,-1112.02
1315,IN-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Ajay Desai,Corporate,India,Mumbai,Maharashtra,927289,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",3246.48,6,0.0,1558.31
1316,IN-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Ajay Desai,Corporate,India,Nagpur,Maharashtra,362709,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",15350.64,8,0.0,5219.22
1317,IN-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Ajay Desai,Corporate,India,Ahmedabad,Gujarat,818660,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,48371.55,5,0.0,2418.58
1318,IN-2017-157651,12/10/2017,12/14/2017,Standard Class,HA-14920,Gaurav Tiwari,Consumer,India,Siliguri,West Bengal,226080,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,1185.7,1,0.2,281.6
1319,IN-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,Shreya Sharma,Corporate,India,Hyderabad,Telangana,685005,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,48089.32,2,0.2,6011.16
1320,IN-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,Shreya Sharma,Corporate,India,Hyderabad,Telangana,556564,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,432.86,6,0.7,-303.0
1321,IN-2017-167703,2/3/2017,2/8/2017,Standard Class,MC-17575,Ekta Pillai,Consumer,India,Patna,Bihar,783768,East,OFF-BI-10002071,Office Supplies,Binders,Wipro Black Plastic Comb Bindings,436.62,3,0.7,-349.3
1322,IN-2017-167703,2/3/2017,2/8/2017,Standard Class,MC-17575,Ekta Pillai,Consumer,India,Patna,Bihar,465093,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",23843.59,2,0.2,2980.45
1323,IN-2017-121804,3/3/2017,3/8/2017,Standard Class,LP-17095,Bhavna Chakraborty,Consumer,India,Madurai,Tamil Nadu,286659,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,6078.8,5,0.0,1641.28
1324,IN-2017-162635,10/9/2017,10/10/2017,First Class,EB-14170,Ekta Chakraborty,Consumer,India,Chennai,Tamil Nadu,126524,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,903.14,4,0.2,293.52
1325,IN-2014-107153,9/28/2014,10/3/2014,Standard Class,GZ-14545,Karan Nair,Corporate,India,Siliguri,West Bengal,483450,East,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",3862.71,3,0.0,1042.93
1326,IN-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Vikram Sharma,Consumer,India,Agra,Uttar Pradesh,996922,Central,OFF-BI-10004139,Office Supplies,Binders,Wipro Presentation Covers for Comb Binding Machines,1457.91,6,0.8,-2551.34
1327,IN-2015-120439,6/14/2015,6/18/2015,Standard Class,AD-10180,Sanjay Joshi,Home Office,India,Guwahati,Assam,588715,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",4264.51,6,0.2,426.45
1328,IN-2016-128258,3/30/2016,4/1/2016,First Class,CP-12085,Zara Mishra,Corporate,India,Dhanbad,Jharkhand,908184,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,946.89,1,0.0,463.98
1329,IN-2017-106033,10/15/2017,10/18/2017,Second Class,FG-14260,Ajay Singh,Home Office,India,Vadodara,Gujarat,802586,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,7341.32,4,0.0,2202.4
1330,IN-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005,Harish Srivastava,Consumer,India,Rajkot,Gujarat,462798,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",3093.68,3,0.0,1361.22
1331,IN-2017-127705,6/2/2017,6/6/2017,Standard Class,AB-10255,Ekta Banerjee,Home Office,India,Guwahati,Assam,863878,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,248.0,1,0.4,-53.73
1332,IN-2017-127705,6/2/2017,6/6/2017,Standard Class,AB-10255,Ekta Banerjee,Home Office,India,Guwahati,Assam,544677,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,2291.24,2,0.2,200.48
1333,IN-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Isha Verma,Consumer,India,Indore,Madhya Pradesh,324164,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,90.18,3,0.8,-144.29
1334,IN-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Isha Verma,Consumer,India,Varanasi,Uttar Pradesh,746944,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",664.66,2,0.8,-1163.16
1335,IN-2014-121664,5/6/2014,5/10/2014,Standard Class,HP-14815,Suresh Verma,Home Office,India,Surat,Gujarat,686986,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,11751.46,8,0.2,4406.8
1336,IN-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670,Sunita Chakraborty,Consumer,India,Cuttack,Odisha,300261,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",46138.76,4,0.0,0.0
1337,IN-2017-123281,4/2/2017,4/7/2017,Standard Class,JF-15190,Rahul Verma,Consumer,India,Rajkot,Gujarat,501035,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,2096.68,3,0.0,545.14
1338,IN-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,Isha Gupta,Consumer,India,Dhanbad,Jharkhand,492383,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,2486.63,2,0.0,671.39
1339,IN-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,Isha Gupta,Consumer,India,Ranchi,Jharkhand,287700,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,56577.93,3,0.0,14710.26
1340,IN-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,Isha Gupta,Consumer,India,Siliguri,West Bengal,883945,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",6265.84,8,0.0,3007.6
1341,IN-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,Deepa Yadav,Corporate,India,Mysuru,Karnataka,111190,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,58090.95,2,0.5,-2323.64
1342,IN-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,Deepa Yadav,Corporate,India,Hyderabad,Telangana,305349,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",1307.61,5,0.7,-1046.09
1343,IN-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,Deepa Yadav,Corporate,India,Coimbatore,Tamil Nadu,563555,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,2409.31,6,0.7,-1766.83
1344,IN-2015-131758,5/28/2015,6/1/2015,Standard Class,KB-16315,Raj Mishra,Consumer,India,Patna,Bihar,478526,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,3992.97,3,0.0,1197.89
